device: cuda
epoch=0 iter=900/3627 loss=0.2448 policy=0.2172 distill=0.0454 type=0.0566 value=0.1781 call_opp_batch=331 call_label_batch=120
epoch=0 iter=950/3627 loss=0.2582 policy=0.2284 distill=0.0498 type=0.0640 value=0.1801 call_opp_batch=286 call_label_batch=101
epoch=0 iter=1000/3627 loss=0.2649 policy=0.2343 distill=0.0521 type=0.0601 value=0.1886 call_opp_batch=306 call_label_batch=102
epoch=0 iter=1050/3627 loss=0.2562 policy=0.2254 distill=0.0500 type=0.0794 value=0.1747 call_opp_batch=312 call_label_batch=121
epoch=0 iter=1100/3627 loss=0.2656 policy=0.2386 distill=0.0436 type=0.0669 value=0.1605 call_opp_batch=312 call_label_batch=107
epoch=0 iter=1150/3627 loss=0.2488 policy=0.2194 distill=0.0526 type=0.0514 value=0.1698 call_opp_batch=315 call_label_batch=93
epoch=0 iter=1200/3627 loss=0.2867 policy=0.2587 distill=0.0455 type=0.0566 value=0.1893 call_opp_batch=301 call_label_batch=104
epoch=0 iter=1250/3627 loss=0.2609 policy=0.2317 distill=0.0478 type=0.0681 value=0.1747 call_opp_batch=334 call_label_batch=118
epoch=0 iter=1300/3627 loss=0.2539 policy=0.2253 distill=0.0423 type=0.0848 value=0.1756 call_opp_batch=330 call_label_batch=122
epoch=0 iter=1350/3627 loss=0.2855 policy=0.2509 distill=0.0575 type=0.0948 value=0.1729 call_opp_batch=330 call_label_batch=117
epoch=0 iter=1400/3627 loss=0.2526 policy=0.2248 distill=0.0425 type=0.0684 value=0.1876 call_opp_batch=316 call_label_batch=116
epoch=0 iter=1450/3627 loss=0.2302 policy=0.2027 distill=0.0434 type=0.0707 value=0.1644 call_opp_batch=352 call_label_batch=131
epoch=0 iter=1500/3627 loss=0.2781 policy=0.2472 distill=0.0445 type=0.1048 value=0.1722 call_opp_batch=343 call_label_batch=145
epoch=0 iter=1550/3627 loss=0.2734 policy=0.2452 distill=0.0430 type=0.0799 value=0.1669 call_opp_batch=313 call_label_batch=110
epoch=0 iter=1600/3627 loss=0.2568 policy=0.2284 distill=0.0447 type=0.0600 value=0.1967 call_opp_batch=307 call_label_batch=130
epoch=0 iter=1650/3627 loss=0.2652 policy=0.2375 distill=0.0432 type=0.0781 value=0.1607 call_opp_batch=316 call_label_batch=104
epoch=0 iter=1700/3627 loss=0.2648 policy=0.2376 distill=0.0453 type=0.0571 value=0.1692 call_opp_batch=332 call_label_batch=115
epoch=0 iter=1750/3627 loss=0.2613 policy=0.2303 distill=0.0451 type=0.1015 value=0.1764 call_opp_batch=321 call_label_batch=113
epoch=0 iter=1800/3627 loss=0.2504 policy=0.2218 distill=0.0482 type=0.0572 value=0.1799 call_opp_batch=350 call_label_batch=130
epoch=0 iter=1850/3627 loss=0.2475 policy=0.2183 distill=0.0455 type=0.0663 value=0.1998 call_opp_batch=311 call_label_batch=105
epoch=0 iter=1900/3627 loss=0.2693 policy=0.2383 distill=0.0474 type=0.0853 value=0.1882 call_opp_batch=314 call_label_batch=118
epoch=0 iter=1950/3627 loss=0.2762 policy=0.2455 distill=0.0501 type=0.0753 value=0.1781 call_opp_batch=309 call_label_batch=112
epoch=0 iter=2000/3627 loss=0.2655 policy=0.2382 distill=0.0440 type=0.0569 value=0.1820 call_opp_batch=294 call_label_batch=95
epoch=0 iter=2050/3627 loss=0.2656 policy=0.2356 distill=0.0493 type=0.0652 value=0.1883 call_opp_batch=325 call_label_batch=119
epoch=0 iter=2100/3627 loss=0.2751 policy=0.2460 distill=0.0459 type=0.0745 value=0.1779 call_opp_batch=283 call_label_batch=110
epoch=0 iter=2150/3627 loss=0.2861 policy=0.2580 distill=0.0478 type=0.0564 value=0.1734 call_opp_batch=308 call_label_batch=108
epoch=0 iter=2200/3627 loss=0.2422 policy=0.2133 distill=0.0503 type=0.0502 value=0.1823 call_opp_batch=329 call_label_batch=122
epoch=0 iter=2250/3627 loss=0.2451 policy=0.2175 distill=0.0442 type=0.0624 value=0.1776 call_opp_batch=319 call_label_batch=111
epoch=0 iter=2300/3627 loss=0.2748 policy=0.2420 distill=0.0564 type=0.0721 value=0.1831 call_opp_batch=337 call_label_batch=122
epoch=0 iter=2350/3627 loss=0.2543 policy=0.2254 distill=0.0495 type=0.0521 value=0.1853 call_opp_batch=334 call_label_batch=123
epoch=0 iter=2400/3627 loss=0.2472 policy=0.2203 distill=0.0467 type=0.0536 value=0.1585 call_opp_batch=302 call_label_batch=111
epoch=0 iter=2450/3627 loss=0.2543 policy=0.2223 distill=0.0564 type=0.0638 value=0.1788 call_opp_batch=329 call_label_batch=124
epoch=0 iter=2500/3627 loss=0.2388 policy=0.2100 distill=0.0491 type=0.0592 value=0.1718 call_opp_batch=311 call_label_batch=114
epoch=0 iter=2550/3627 loss=0.2720 policy=0.2431 distill=0.0456 type=0.0646 value=0.1950 call_opp_batch=303 call_label_batch=99
epoch=0 iter=2600/3627 loss=0.2470 policy=0.2195 distill=0.0416 type=0.0701 value=0.1829 call_opp_batch=324 call_label_batch=115
epoch=0 iter=2650/3627 loss=0.2563 policy=0.2301 distill=0.0431 type=0.0529 value=0.1717 call_opp_batch=300 call_label_batch=102
epoch=0 iter=2700/3627 loss=0.2294 policy=0.2020 distill=0.0416 type=0.0697 value=0.1804 call_opp_batch=328 call_label_batch=126
epoch=0 iter=2750/3627 loss=0.2802 policy=0.2531 distill=0.0463 type=0.0462 value=0.1802 call_opp_batch=350 call_label_batch=120
epoch=0 iter=2800/3627 loss=0.2642 policy=0.2353 distill=0.0486 type=0.0589 value=0.1790 call_opp_batch=320 call_label_batch=110
epoch=0 iter=2850/3627 loss=0.2518 policy=0.2242 distill=0.0439 type=0.0717 value=0.1636 call_opp_batch=321 call_label_batch=119
epoch=0 iter=2900/3627 loss=0.2645 policy=0.2349 distill=0.0469 type=0.0769 value=0.1764 call_opp_batch=326 call_label_batch=128
epoch=0 iter=2950/3627 loss=0.2751 policy=0.2462 distill=0.0462 type=0.0628 value=0.1945 call_opp_batch=311 call_label_batch=111
epoch=0 iter=3000/3627 loss=0.2357 policy=0.2080 distill=0.0474 type=0.0499 value=0.1777 call_opp_batch=312 call_label_batch=109
epoch=0 iter=3050/3627 loss=0.2663 policy=0.2362 distill=0.0519 type=0.0657 value=0.1667 call_opp_batch=293 call_label_batch=112
epoch=0 iter=3100/3627 loss=0.2506 policy=0.2237 distill=0.0431 type=0.0613 value=0.1715 call_opp_batch=326 call_label_batch=111
epoch=0 iter=3150/3627 loss=0.2492 policy=0.2224 distill=0.0469 type=0.0509 value=0.1565 call_opp_batch=292 call_label_batch=108
epoch=0 iter=3200/3627 loss=0.2514 policy=0.2248 distill=0.0420 type=0.0596 value=0.1778 call_opp_batch=301 call_label_batch=102
epoch=0 iter=3250/3627 loss=0.2456 policy=0.2185 distill=0.0445 type=0.0491 value=0.1907 call_opp_batch=301 call_label_batch=117
epoch=0 iter=3300/3627 loss=0.2405 policy=0.2112 distill=0.0471 type=0.0663 value=0.1876 call_opp_batch=315 call_label_batch=124
epoch=0 iter=3350/3627 loss=0.2746 policy=0.2436 distill=0.0521 type=0.0738 value=0.1720 call_opp_batch=339 call_label_batch=96
epoch=0 iter=3400/3627 loss=0.2433 policy=0.2149 distill=0.0499 type=0.0517 value=0.1701 call_opp_batch=329 call_label_batch=118
epoch=0 iter=3450/3627 loss=0.2543 policy=0.2260 distill=0.0439 type=0.0746 value=0.1733 call_opp_batch=332 call_label_batch=118
epoch=0 iter=3500/3627 loss=0.2510 policy=0.2196 distill=0.0503 type=0.0876 value=0.1696 call_opp_batch=317 call_label_batch=108
epoch=0 iter=3550/3627 loss=0.2603 policy=0.2277 distill=0.0563 type=0.0712 value=0.1795 call_opp_batch=338 call_label_batch=134
epoch=0 iter=3600/3627 loss=0.2515 policy=0.2229 distill=0.0462 type=0.0541 value=0.2027 call_opp_batch=308 call_label_batch=119
epoch=0 avg_loss=0.2587 policy=0.2300 distill=0.0456 type=0.0694 value=0.1790 train_call_opp=1144422 train_call_label=416390 val_acc=0.8821 top3=0.9922 call_f1=0.9216 call_precision=0.9178 call_recall=0.9255 call_pred_rate=0.3640 call_label_rate=0.3610 select_score=0.937851
type_acc: {"AnGang": 0.859504132231405, "BuGang": 0.9402985074626866, "Chi": 0.8914614121510673, "Gang": 0.8920454545454546, "Hu": 1.0, "Pass": 0.9513023167386404, "Peng": 0.9403234802007808, "Play": 0.865804100070393}
call_metrics: {"call_action_acc": 0.9124556132204316, "call_action_total": 21966, "call_decision_acc": 0.9431717337715695, "call_f1": 0.921615740320972, "call_label_rate": 0.3609860312243221, "call_opp_total": 60850, "call_precision": 0.9177878103837471, "call_pred_rate": 0.3640098603122432, "call_recall": 0.9254757352271693}
saved: model/checkpoint/v7_calibrated_095/mahjong_v7_calibrated_epoch_0.pkl
saved best: model/checkpoint/v7_calibrated_095/mahjong_v7_calibrated_best.pkl select_score: 0.9378512283863385
epoch=1 iter=0/3627 loss=0.2556 policy=0.2284 distill=0.0421 type=0.0656 value=0.1796 call_opp_batch=314 call_label_batch=97
epoch=1 iter=50/3627 loss=0.2643 policy=0.2373 distill=0.0452 type=0.0511 value=0.1771 call_opp_batch=308 call_label_batch=114
epoch=1 iter=100/3627 loss=0.2663 policy=0.2365 distill=0.0465 type=0.0764 value=0.1872 call_opp_batch=305 call_label_batch=128
epoch=1 iter=150/3627 loss=0.2584 policy=0.2318 distill=0.0415 type=0.0645 value=0.1731 call_opp_batch=318 call_label_batch=115
epoch=1 iter=200/3627 loss=0.2848 policy=0.2553 distill=0.0490 type=0.0612 value=0.1864 call_opp_batch=288 call_label_batch=91
epoch=1 iter=250/3627 loss=0.2629 policy=0.2338 distill=0.0472 type=0.0639 value=0.1860 call_opp_batch=295 call_label_batch=106
epoch=1 iter=300/3627 loss=0.2762 policy=0.2481 distill=0.0430 type=0.0762 value=0.1742 call_opp_batch=317 call_label_batch=117
epoch=1 iter=350/3627 loss=0.2574 policy=0.2276 distill=0.0448 type=0.0834 value=0.1868 call_opp_batch=289 call_label_batch=129
epoch=1 iter=400/3627 loss=0.2483 policy=0.2185 distill=0.0476 type=0.0760 value=0.1765 call_opp_batch=328 call_label_batch=112
epoch=1 iter=450/3627 loss=0.2318 policy=0.2039 distill=0.0462 type=0.0453 value=0.2034 call_opp_batch=319 call_label_batch=125
epoch=1 iter=500/3627 loss=0.2611 policy=0.2331 distill=0.0487 type=0.0466 value=0.1806 call_opp_batch=296 call_label_batch=102
epoch=1 iter=550/3627 loss=0.2462 policy=0.2172 distill=0.0434 type=0.0747 value=0.1964 call_opp_batch=299 call_label_batch=106
epoch=1 iter=600/3627 loss=0.2423 policy=0.2163 distill=0.0419 type=0.0559 value=0.1721 call_opp_batch=296 call_label_batch=101
epoch=1 iter=650/3627 loss=0.2311 policy=0.2024 distill=0.0451 type=0.0742 value=0.1728 call_opp_batch=320 call_label_batch=115
epoch=1 iter=700/3627 loss=0.2621 policy=0.2330 distill=0.0461 type=0.0807 value=0.1644 call_opp_batch=324 call_label_batch=107
epoch=1 iter=750/3627 loss=0.2510 policy=0.2217 distill=0.0436 type=0.0841 value=0.1808 call_opp_batch=333 call_label_batch=113
epoch=1 iter=800/3627 loss=0.2468 policy=0.2168 distill=0.0474 type=0.0784 value=0.1782 call_opp_batch=309 call_label_batch=135
epoch=1 iter=850/3627 loss=0.2731 policy=0.2463 distill=0.0430 type=0.0649 value=0.1658 call_opp_batch=317 call_label_batch=116
epoch=1 iter=900/3627 loss=0.2658 policy=0.2378 distill=0.0447 type=0.0641 value=0.1801 call_opp_batch=294 call_label_batch=113
epoch=1 iter=950/3627 loss=0.2752 policy=0.2469 distill=0.0470 type=0.0646 value=0.1680 call_opp_batch=307 call_label_batch=102
epoch=1 iter=1000/3627 loss=0.2601 policy=0.2326 distill=0.0423 type=0.0758 value=0.1661 call_opp_batch=322 call_label_batch=109
epoch=1 iter=1050/3627 loss=0.2539 policy=0.2231 distill=0.0470 type=0.0761 value=0.2064 call_opp_batch=334 call_label_batch=121
epoch=1 iter=1100/3627 loss=0.2207 policy=0.1961 distill=0.0402 type=0.0463 value=0.1710 call_opp_batch=344 call_label_batch=129
epoch=1 iter=1150/3627 loss=0.2609 policy=0.2319 distill=0.0446 type=0.0761 value=0.1825 call_opp_batch=344 call_label_batch=141
epoch=1 iter=1200/3627 loss=0.2390 policy=0.2115 distill=0.0486 type=0.0467 value=0.1697 call_opp_batch=320 call_label_batch=114
epoch=1 iter=1250/3627 loss=0.2327 policy=0.2060 distill=0.0423 type=0.0677 value=0.1631 call_opp_batch=326 call_label_batch=114
epoch=1 iter=1300/3627 loss=0.2470 policy=0.2178 distill=0.0444 type=0.0753 value=0.1913 call_opp_batch=319 call_label_batch=122
epoch=1 iter=1350/3627 loss=0.2564 policy=0.2271 distill=0.0436 type=0.0870 value=0.1770 call_opp_batch=348 call_label_batch=111
epoch=1 iter=1400/3627 loss=0.2535 policy=0.2263 distill=0.0449 type=0.0601 value=0.1669 call_opp_batch=319 call_label_batch=119
epoch=1 iter=1450/3627 loss=0.2332 policy=0.2071 distill=0.0441 type=0.0464 value=0.1744 call_opp_batch=308 call_label_batch=114
epoch=1 iter=1500/3627 loss=0.2347 policy=0.2077 distill=0.0416 type=0.0651 value=0.1800 call_opp_batch=340 call_label_batch=137
epoch=1 iter=1550/3627 loss=0.2352 policy=0.2070 distill=0.0439 type=0.0652 value=0.1904 call_opp_batch=330 call_label_batch=126
epoch=1 iter=1600/3627 loss=0.2632 policy=0.2369 distill=0.0440 type=0.0507 value=0.1703 call_opp_batch=266 call_label_batch=103
epoch=1 iter=1650/3627 loss=0.2481 policy=0.2198 distill=0.0451 type=0.0747 value=0.1620 call_opp_batch=319 call_label_batch=103
epoch=1 iter=1700/3627 loss=0.2557 policy=0.2280 distill=0.0471 type=0.0516 value=0.1761 call_opp_batch=305 call_label_batch=106
epoch=1 iter=1750/3627 loss=0.2856 policy=0.2551 distill=0.0453 type=0.0916 value=0.1831 call_opp_batch=335 call_label_batch=124
epoch=1 iter=1800/3627 loss=0.2622 policy=0.2331 distill=0.0443 type=0.0773 value=0.1851 call_opp_batch=326 call_label_batch=107
epoch=1 iter=1850/3627 loss=0.2840 policy=0.2550 distill=0.0452 type=0.0805 value=0.1684 call_opp_batch=314 call_label_batch=110
epoch=1 iter=1900/3627 loss=0.2544 policy=0.2255 distill=0.0453 type=0.0740 value=0.1772 call_opp_batch=331 call_label_batch=118
epoch=1 iter=1950/3627 loss=0.2409 policy=0.2126 distill=0.0464 type=0.0598 value=0.1817 call_opp_batch=326 call_label_batch=112
epoch=1 iter=2000/3627 loss=0.2402 policy=0.2108 distill=0.0493 type=0.0674 value=0.1667 call_opp_batch=339 call_label_batch=122
epoch=1 iter=2050/3627 loss=0.2618 policy=0.2340 distill=0.0425 type=0.0797 value=0.1639 call_opp_batch=333 call_label_batch=123
epoch=1 iter=2100/3627 loss=0.2533 policy=0.2244 distill=0.0513 type=0.0485 value=0.1762 call_opp_batch=314 call_label_batch=102
epoch=1 iter=2150/3627 loss=0.2693 policy=0.2389 distill=0.0502 type=0.0715 value=0.1779 call_opp_batch=303 call_label_batch=114
